q_deep_ref,q_gray_ref,q_deep_global,q_gray_global,deep_floor,gray_floor,deep_thr,gray_thr,deep_12h_max,gray_12h_mean,prob_sep_mean,deep_minutes_mean,gray_minutes_mean
0.2,0.7,0.99,0.95,0.04582492712031608,0.002127165789320649,0.04582492712031608,0.002127165789320649,0.0,0.15865384615384617,0.00039619308666791273,362.7114583333333,1384.60625
0.3,0.8,0.99,0.95,0.04582492712031608,0.002127165789320649,0.04582492712031608,0.002127165789320649,0.0,0.15865384615384617,0.00039619308666791273,362.7114583333333,1384.60625
0.2,0.7,0.995,0.96,0.10090326983979846,0.0029797931822288376,0.10090326983979846,0.0029797931822288376,0.0,0.15865384615384617,0.00039619308666791273,113.50208333333333,1276.703125
0.3,0.8,0.995,0.96,0.10090326983979846,0.0029797931822288376,0.10090326983979846,0.0029797931822288376,0.0,0.15865384615384617,0.00039619308666791273,113.50208333333333,1276.703125
