datetime,Tb,HR,Act,mouse_id,source_file,Tb_diff,Tb_rate,HR_ratio,hour_sin,hour_cos,training_label,torpor_prob,discovered_state
2023-10-22 17:51:00,38.02,751.468,0.0,F1,22Oct2023.xlsx,0.18500000000000227,0.009000000000000341,1.2704500019019522,0.9992290362407229,0.03925981575906822,-1,3.094269647732183e-05,Normal
2023-10-22 17:52:00,38.019,756.42,2.0,F1,22Oct2023.xlsx,0.1839999999999975,-0.0010000000000047748,1.2788219730429968,0.9993908270190958,0.03489949670250086,-1,3.8776628118510366e-05,Normal
2023-10-22 17:53:00,38.071,750.746,2.0,F1,22Oct2023.xlsx,0.2359999999999971,0.0519999999999996,1.2692293712145868,0.9995335908367129,0.03053851320982282,-1,2.288437028499431e-05,Normal
2023-10-22 17:54:00,38.137,750.0,0.0,F1,22Oct2023.xlsx,0.3019999999999996,0.0660000000000025,1.2679681655459238,0.9996573249755573,0.026176948307873583,-1,1.945875169395121e-05,Normal
2023-10-22 17:55:00,38.117,777.377,52.0,F1,22Oct2023.xlsx,0.2819999999999965,-0.020000000000003126,1.3142523848367913,0.9997620270799091,0.021814885034560937,-1,6.92116672068749e-05,Normal
2023-10-22 17:56:00,38.124,768.274,91.0,F1,22Oct2023.xlsx,0.2890000000000015,0.007000000000005002,1.2988626325555055,0.9998476951563913,0.017452406437283376,-1,4.2555192053050046e-05,Normal
2023-10-22 17:57:00,38.109,757.627,64.0,F1,22Oct2023.xlsx,0.2740000000000009,-0.015000000000000568,1.2808625564774154,0.999914327574007,0.013089595571344575,-1,3.9857774873752715e-05,Normal
2023-10-22 17:58:00,38.095,743.123,24.0,F1,22Oct2023.xlsx,0.259999999999998,-0.014000000000002899,1.2563417427799781,0.9999619230641713,0.00872653549837434,-1,2.765376984776871e-05,Normal
2023-10-22 17:59:00,38.1,735.936,41.0,F1,22Oct2023.xlsx,0.26500000000000057,0.005000000000002558,1.2441912265056068,0.9999904807207345,0.00436330928474636,-1,1.934092156722238e-05,Normal
2023-10-22 18:00:00,38.094,741.351,64.0,F1,22Oct2023.xlsx,0.25900000000000034,-0.006000000000000227,1.2533459566608482,1.0,6.123233995736766e-17,-1,2.5188829867738208e-05,Normal
2023-10-22 18:01:00,38.088,772.221,60.0,F1,22Oct2023.xlsx,0.2530000000000001,-0.006000000000000227,1.3055355263547184,0.9999904807207345,-0.004363309284746238,-1,5.9660101703281526e-05,Normal
2023-10-22 18:02:00,37.991,769.231,47.0,F1,22Oct2023.xlsx,0.1559999999999988,-0.09700000000000131,1.300480559934742,0.9999619230641713,-0.00872653549837422,-1,0.000192119515250261,Normal
2023-10-22 18:03:00,37.963,750.658,0.0,F1,22Oct2023.xlsx,0.1280000000000001,-0.027999999999998693,1.2690805962831628,0.999914327574007,-0.013089595571344452,-1,5.527297632007834e-05,Normal
2023-10-22 18:04:00,37.935,754.139,1.0,F1,22Oct2023.xlsx,0.10000000000000142,-0.027999999999998693,1.2749656591955165,0.9998476951563913,-0.017452406437283255,-1,6.500731935529696e-05,Normal
2023-10-22 18:05:00,37.908,711.061,3.0,F1,22Oct2023.xlsx,0.0730000000000004,-0.027000000000001023,1.2021369490150002,0.9997620270799091,-0.02181488503456081,-1,2.3355303718381356e-05,Normal
2023-10-22 18:06:00,37.896,717.633,0.0,F1,22Oct2023.xlsx,0.06099999999999994,-0.012000000000000455,1.213247731393624,0.9996573249755573,-0.02617694830787346,-1,2.465881698927674e-05,Normal
2023-10-22 18:07:00,37.93,705.377,13.0,F1,22Oct2023.xlsx,0.09499999999999886,0.03399999999999892,1.1925274409443827,0.9995335908367129,-0.030538513209822697,-1,1.2657266916841947e-05,Normal
2023-10-22 18:08:00,37.945,685.365,19.0,F1,22Oct2023.xlsx,0.10999999999999943,0.015000000000000568,1.1586946690391762,0.9993908270190958,-0.03489949670250073,-1,8.389105811981532e-06,Normal
2023-10-22 18:09:00,37.875,688.016,23.0,F1,22Oct2023.xlsx,0.03999999999999915,-0.07000000000000028,1.1631765138483257,0.9992290362407229,-0.039259815759068104,-1,2.7845000787327098e-05,Normal
2023-10-22 18:10:00,37.852,680.833,12.0,F1,22Oct2023.xlsx,0.016999999999995907,-0.02300000000000324,1.1510327600708372,0.9990482215818578,-0.04361938736533611,-1,1.374588687859019e-05,Normal
2023-10-22 18:11:00,37.743,667.041,0.0,F1,22Oct2023.xlsx,-0.09199999999999875,-0.10899999999999466,1.1277156708185583,0.9988483864849507,-0.04797812852134379,-1,5.0331372625310805e-05,Normal
2023-10-22 18:12:00,37.793,685.566,128.0,F1,22Oct2023.xlsx,-0.04200000000000159,0.04999999999999716,1.1590344845075424,0.9986295347545739,-0.0523359562429434,-1,1.2288674365928323e-05,Normal
2023-10-22 18:13:00,37.771,664.684,150.0,F1,22Oct2023.xlsx,-0.06400000000000006,-0.021999999999998465,1.1237308695303023,0.9983916705573489,-0.056692787563376805,-1,1.2725135413289086e-05,Normal
2023-10-22 18:14:00,37.788,665.378,0.0,F1,22Oct2023.xlsx,-0.04700000000000415,0.016999999999995907,1.1249041627394876,0.9981347984218669,-0.06104853953485723,-1,9.237648040284925e-06,Normal
2023-10-22 18:15:00,37.816,704.994,0.0,F1,22Oct2023.xlsx,-0.01899999999999835,0.028000000000005798,1.1918799318678441,0.9978589232386035,-0.06540312923014314,-1,1.9402469537122645e-05,Normal
2023-10-22 18:16:00,37.875,697.173,0.0,F1,22Oct2023.xlsx,0.03999999999999915,0.0589999999999975,1.178657559837531,0.9975640502598243,-0.06975647374412511,-1,1.3507110754611973e-05,Normal
2023-10-22 18:17:00,37.93,745.06,0.0,F1,22Oct2023.xlsx,0.09499999999999886,0.054999999999999716,1.259616481895528,0.9972501850994856,-0.07410849019539967,-1,3.578114996105196e-05,Normal
2023-10-22 18:18:00,37.959,744.134,5.0,F1,22Oct2023.xlsx,0.12400000000000233,0.029000000000003467,1.258050963867134,0.996917333733128,-0.0784590957278451,-1,3.615528137383626e-05,Normal
2023-10-22 18:19:00,38.017,757.396,0.0,F1,22Oct2023.xlsx,0.18200000000000216,0.05799999999999983,1.2804720222824273,0.9965655024977614,-0.08280820751220423,-1,4.066664280315909e-05,Normal
2023-10-22 18:20:00,38.034,753.138,0.0,F1,22Oct2023.xlsx,0.19899999999999807,0.016999999999995907,1.273273344350568,0.9961946980917455,-0.08715574274765779,-1,4.220021213120791e-05,Normal
2023-10-22 18:21:00,38.093,754.2,0.0,F1,22Oct2023.xlsx,0.25800000000000267,0.059000000000004604,1.2750687872729811,0.9958049275746617,-0.09150161866340284,-1,3.283864542043382e-05,Normal
2023-10-22 18:22:00,38.131,758.865,0.0,F1,22Oct2023.xlsx,0.2959999999999994,0.0379999999999967,1.2829555492626767,0.9953961983671787,-0.09584575252022418,-1,3.660664808466728e-05,Normal
2023-10-22 18:23:00,38.162,757.303,2.0,F1,22Oct2023.xlsx,0.3269999999999982,0.030999999999998806,1.2803147942298996,0.9949685182509117,-0.1001880616120762,-1,3.452129269768672e-05,Normal
2023-10-22 18:24:00,38.176,757.282,34.0,F1,22Oct2023.xlsx,0.3410000000000011,0.014000000000002899,1.2802792911212644,0.9945218953682734,-0.10452846326765311,-1,3.7543568893415824e-05,Normal
2023-10-22 18:25:00,38.162,782.736,17.0,F1,22Oct2023.xlsx,0.3269999999999982,-0.014000000000002899,1.3233124400356722,0.9940563382223195,-0.10886687485196483,-1,9.434431971307503e-05,Normal
2023-10-22 18:26:00,38.079,748.969,73.0,F1,22Oct2023.xlsx,0.24399999999999977,-0.08299999999999841,1.2662251319743534,0.9935718556765875,-0.11320321376790671,-1,0.00011216643437512862,Normal
2023-10-22 18:27:00,38.083,769.642,54.0,F1,22Oct2023.xlsx,0.24799999999999756,0.003999999999997783,1.3011754064894612,0.9930684569549263,-0.11753739745783735,-1,6.880068851564129e-05,Normal
2023-10-22 18:28:00,38.032,769.231,45.0,F1,22Oct2023.xlsx,0.19699999999999562,-0.05100000000000193,1.300480559934742,0.9925461516413221,-0.12186934340514692,-1,0.00013309328534296067,Normal
2023-10-22 18:29:00,38.088,775.3,46.0,F1,22Oct2023.xlsx,0.2530000000000001,0.05600000000000449,1.3107409583303395,0.992004949679715,-0.1261989691358298,-1,6.0920766645860794e-05,Normal
2023-10-22 18:30:00,38.133,751.88,62.0,F1,22Oct2023.xlsx,0.2980000000000018,0.045000000000001705,1.2711465390808923,0.9914448613738104,-0.1305261922200516,-1,3.28469261248641e-05,Normal
2023-10-22 18:31:00,38.212,718.844,11.0,F1,22Oct2023.xlsx,0.37700000000000244,0.07900000000000063,1.2152950773249256,0.9908658973868824,-0.13485093027372275,-1,1.278262362465816e-05,Normal
2023-10-22 18:32:00,38.201,762.984,61.0,F1,22Oct2023.xlsx,0.36599999999999966,-0.011000000000002785,1.2899192304278548,0.9902680687415703,-0.1391731009600658,-1,5.588739991475621e-05,Normal
2023-10-22 18:33:00,38.11,751.452,22.0,F1,22Oct2023.xlsx,0.2749999999999986,-0.09100000000000108,1.2704229519144208,0.9896513868196702,-0.14349262199117938,-1,0.00013713790960524178,Normal
2023-10-22 18:34:00,38.164,750.263,5.0,F1,22Oct2023.xlsx,0.3290000000000006,0.054000000000002046,1.2684127997159753,0.9890158633619168,-0.14780941112961044,-1,3.044309043135607e-05,Normal
2023-10-22 18:35:00,38.109,739.666,24.0,F1,22Oct2023.xlsx,0.2740000000000009,-0.054999999999999716,1.2504972548489217,0.9883615104677608,-0.15212338618991625,-1,6.503390945574709e-05,Normal
2023-10-22 18:36:00,38.046,736.698,1.0,F1,22Oct2023.xlsx,0.21099999999999852,-0.06300000000000239,1.2454794821618014,0.9876883405951377,-0.15643446504023104,-1,7.810404623585386e-05,Normal
2023-10-22 18:37:00,38.005,755.26,0.0,F1,22Oct2023.xlsx,0.1700000000000017,-0.04099999999999682,1.2768608489469526,0.9869963665602319,-0.160742565603826,-1,9.990594103254677e-05,Normal
2023-10-22 18:38:00,38.01,714.038,4.0,F1,22Oct2023.xlsx,0.17499999999999716,0.0049999999999954525,1.2071699373201072,0.9862856015372314,-0.16504760586067727,-1,2.409461072594732e-05,Normal
2023-10-22 18:39:00,37.981,722.563,0.0,F1,22Oct2023.xlsx,0.1460000000000008,-0.028999999999996362,1.2215825088018124,0.9855560590580779,-0.16934950384902397,-1,4.416360101589903e-05,Normal
2023-10-22 18:40:00,37.972,731.613,0.0,F1,22Oct2023.xlsx,0.13700000000000045,-0.009000000000000341,1.2368826579994001,0.984807753012208,-0.17364817766693075,-1,4.573841210694235e-05,Normal
2023-10-22 18:41:00,37.953,732.057,0.0,F1,22Oct2023.xlsx,0.1180000000000021,-0.01899999999999835,1.2376332951534033,0.9840406976462909,-0.1779435454738419,-1,5.3952139464289856e-05,Normal
2023-10-22 18:42:00,37.958,746.955,7.0,F1,22Oct2023.xlsx,0.12299999999999756,0.0049999999999954525,1.2628202147938075,0.9832549075639546,-0.1822355254921473,-1,6.11243214675025e-05,Normal
2023-10-22 18:43:00,37.911,753.191,5.0,F1,22Oct2023.xlsx,0.07600000000000051,-0.046999999999997044,1.2733629474342665,0.9824503977255098,-0.18652403600873424,-1,0.00013379113850629307,Normal
2023-10-22 18:44:00,37.802,747.19,2.0,F1,22Oct2023.xlsx,-0.03300000000000125,-0.10900000000000176,1.2632175114856785,0.9816271834476639,-0.190808995376545,-1,0.00033978160856210446,Normal
2023-10-22 18:45:00,37.688,706.874,4.0,F1,22Oct2023.xlsx,-0.14699999999999847,-0.11399999999999721,1.1950583054028125,0.9807852804032304,-0.1950903220161282,-1,0.00022629387131690063,Normal
2023-10-22 18:46:00,37.734,724.937,0.0,F1,22Oct2023.xlsx,-0.10099999999999909,0.045999999999999375,1.2255960507018204,0.9799247046208297,-0.19936793441719686,-1,5.379558259897355e-05,Normal
2023-10-22 18:47:00,37.763,754.666,0.0,F1,22Oct2023.xlsx,-0.07200000000000273,0.028999999999996362,1.2758566181598403,0.9790454724845837,-0.20364175114017796,-1,0.00010064634157283727,Normal
2023-10-22 18:48:00,37.756,719.09,10.0,F1,22Oct2023.xlsx,-0.07900000000000063,-0.006999999999997897,1.2157109708832246,0.9781476007338056,-0.20791169081775956,-1,6.355717948661177e-05,Normal
2023-10-22 18:49:00,37.789,692.921,15.0,F1,22Oct2023.xlsx,-0.045999999999999375,0.03300000000000125,1.171469025650996,0.9772311064626789,-0.21217767215644623,-1,2.7080107308700166e-05,Normal
2023-10-22 18:50:00,37.737,691.259,36.0,F1,22Oct2023.xlsx,-0.09799999999999898,-0.0519999999999996,1.1686592081961464,0.9762960071199335,-0.21643961393810257,-1,6.552785407002721e-05,Normal
2023-10-22 18:51:00,37.701,697.39,0.0,F1,22Oct2023.xlsx,-0.13400000000000034,-0.036000000000001364,1.179024425293429,0.9753423205085127,-0.22069743502150138,-1,6.713090827746278e-05,Normal
2023-10-22 18:52:00,37.684,676.76,1.0,F1,22Oct2023.xlsx,-0.15100000000000335,-0.017000000000003013,1.1441468476198124,0.9743700647852352,-0.22495105434386503,-1,3.9271540908176794e-05,Normal
2023-10-22 18:53:00,37.694,693.677,3.0,F1,22Oct2023.xlsx,-0.14099999999999824,0.010000000000005116,1.1727471375618663,0.9733792584604485,-0.22920039092241393,-1,4.23800191281015e-05,Normal
2023-10-22 18:54:00,37.648,707.837,0.0,F1,22Oct2023.xlsx,-0.1869999999999976,-0.045999999999999375,1.1966863765273734,0.9723699203976767,-0.23344536385590492,-1,0.00011128391104094867,Normal
2023-10-22 18:55:00,37.706,731.884,0.0,F1,22Oct2023.xlsx,-0.12899999999999778,0.05799999999999983,1.2373408171632172,0.9713420698132614,-0.23768589232617318,-1,7.259388445495273e-05,Normal
2023-10-22 18:56:00,37.783,697.825,2.0,F1,22Oct2023.xlsx,-0.0519999999999996,0.07699999999999818,1.1797598468294457,0.9702957262759965,-0.24192189559966779,-1,3.322101073046054e-05,Normal
2023-10-22 18:57:00,37.807,684.188,1.0,F1,22Oct2023.xlsx,-0.027999999999998693,0.02400000000000091,1.1567048043313792,0.9692309097067544,-0.24615329302899283,-1,2.590782270284614e-05,Normal
2023-10-22 18:58:00,37.855,746.114,1.0,F1,22Oct2023.xlsx,0.01999999999999602,0.047999999999994714,1.2613983998241753,0.9681476403781079,-0.25038000405444094,-1,7.244545916022712e-05,Normal
2023-10-22 18:59:00,37.889,717.719,2.0,F1,22Oct2023.xlsx,0.054000000000002046,0.034000000000006025,1.2133931250766066,0.9670459389139431,-0.25460194820552773,-1,3.997424042017863e-05,Normal
