source_file,Tb_diff,HR_ratio,Tb_rate
18Nov2023.xlsx,-2.474500000000001,0.7907765066664958,-0.006217821782178272
22Oct2023.xlsx,-2.3361092896174878,0.8156098943184039,-1.6393442622873785e-05
28Oct2023.xlsx,-2.4760362318840605,0.7513815654266435,0.0032608695652172576
