mouse_id,window_time,mean_temp,std_temp,min_temp,max_temp,circadian_strength,ultradian_strength,dominant_period_h
N10,2023-08-31 04:00:00,36.37045454545455,0.9542809233346943,34.7,38.1,0.12160967166236084,0.31925252737251014,12.0
N10,2023-08-31 16:35:00,36.42385500672043,0.981063467889068,34.7,38.12,0.15725787161069696,0.2816582697651926,12.0
N10,2023-09-01 04:35:00,36.55113819260904,0.9379782589100968,34.88,38.12,0.4060645848975216,0.1905881392693199,24.0
N10,2023-09-01 18:05:00,36.85084565788681,0.8982120453249269,34.88,38.16,0.1893685584055627,0.2597950145312881,24.0
N10,2023-09-02 11:10:00,36.650893400942365,0.9272864236799508,35.05,38.23,0.3279152248454379,0.17402432044843602,24.0
N10,2023-09-02 23:45:00,36.845798993637146,0.9016964493744876,35.16,38.25,0.31449651342576845,0.20063829068539107,24.0
N10,2023-09-03 12:00:00,36.66858264802632,1.0134080894395356,34.92,38.36,0.5197208438331495,0.15187370816227339,24.0
N10,2023-09-04 02:05:00,36.47531181469298,1.0999680691159535,34.38,38.47,0.2649915951758377,0.1576330441942086,24.0
N10,2023-09-04 14:15:00,36.58951754385965,1.1217815788386551,34.38,38.47,0.2864122359492603,0.150347601411103,24.0
N10,2023-09-05 02:15:00,35.63540104166667,2.9770329373219138,24.3,38.47,0.1796527700630572,0.1861015581426436,12.0
N10,2023-09-05 14:15:00,34.24471354166667,4.477769702745282,23.3,38.47,0.04221166357373615,0.07947806932259081,12.0
N10,2023-09-06 02:15:00,34.11144965277778,4.374920728853253,23.3,38.09,0.03536470907520265,0.07886401014244615,12.0
N10,2023-09-06 14:15:00,34.11753472222222,4.37317615988161,23.3,38.33,0.03105164546625722,0.08243678744391138,48.0
N10,2023-09-07 02:15:00,34.90585069444444,3.727030389776687,23.3,38.33,0.2267330762204863,0.08210213308810368,48.0
N10,2023-09-07 14:15:00,36.26123263888889,0.9706239266524694,34.5,38.6,0.09743999931812461,0.3498807972045899,12.0
N10,2023-09-08 02:15:00,36.445,1.0629853466639236,34.5,38.6,0.1441645629346391,0.32021422713507236,12.0
N10,2023-09-08 14:15:00,36.34717013888889,1.1260697748005781,34.5,38.6,0.20175644560412845,0.3580935230457849,12.0
N10,2023-09-09 02:15:00,36.49206597222222,1.1801256711953743,34.5,38.6,0.32507185908863057,0.326650971196155,24.0
N10,2023-09-09 14:15:00,36.475399305555555,1.1548566741277013,34.62,38.52,0.34160739691017544,0.3645290466384596,24.0
N10,2023-09-10 02:15:00,36.48392361111111,1.1928977707192516,34.62,38.52,0.4449778119797848,0.3434706331247007,24.0
N10,2023-09-10 14:15:00,36.564479166666665,1.1498812165028058,34.87,38.52,0.36690713022301175,0.3349669824926425,24.0
N10,2023-09-11 02:15:00,36.528871527777774,1.1440299190655419,34.54,38.27,0.31799793772569696,0.3710466236627792,24.0
N10,2023-09-11 14:15:00,36.56765625,1.08565259427086,34.54,38.27,0.31648303945692907,0.35446546281396335,24.0
N10,2023-09-12 02:15:00,36.69114583333333,1.0639102109980767,34.54,38.26,0.44921539772635577,0.20981597996731755,24.0
N10,2023-09-12 14:15:00,36.661440972222216,1.0209720177845496,34.54,38.26,0.47734546083547524,0.21645249498343014,24.0
N10,2023-09-13 02:15:00,36.662074652777775,1.0565479903370676,34.41,38.39,0.47387192078996615,0.24310684865735951,24.0
N10,2023-09-13 14:15:00,36.64341145833333,1.136719070673399,34.41,38.49,0.4745051309004265,0.2766360645671428,24.0
N10,2023-09-14 02:15:00,36.527248263888886,1.177028659127172,34.41,38.49,0.3367473980384194,0.31135204510342546,24.0
N10,2023-09-14 14:15:00,36.50705729166666,1.2072360226674808,34.41,38.49,0.33093451577441624,0.2576808662874015,24.0
N10,2023-09-15 02:15:00,36.61064236111111,1.2413449403704493,34.73,38.65,0.5201483533327914,0.1798166789189631,24.0
N10,2023-09-15 14:15:00,36.581475694444435,1.2078571228710584,34.73,38.65,0.47252652378849863,0.21070867624367376,24.0
N10,2023-09-16 02:15:00,36.55791666666667,1.1520590714744914,34.82,38.65,0.4454247800491405,0.30922778466615214,24.0
N10,2023-09-16 14:15:00,36.567447916666666,1.1243009776121113,34.82,38.65,0.4658130582350698,0.31394124275941754,24.0
N10,2023-09-17 02:15:00,36.52644097222222,1.0676746571868487,34.9,38.41,0.4458426028899792,0.3612116302676779,24.0
N10,2023-09-17 14:15:00,36.55371527777778,1.0209272484908187,34.9,38.37,0.41584219724195776,0.33730258441567007,24.0
N11,2023-08-16 14:40:00,36.26683159722222,1.836080490909772,20.67,38.37,0.0609249245919951,0.29368920732399273,48.0
N11,2023-08-17 02:40:00,36.788203125,0.5497278099164127,35.22,38.37,0.17853825576599663,0.2862255883674175,48.0
N11,2023-08-17 14:40:00,36.97107349537037,0.5107709085788372,35.58,38.37,0.20558272493646676,0.5185087723579489,4.0
N11,2023-08-18 02:40:00,36.81763888888889,0.6397175954656102,35.38,38.37,0.3233868417945448,0.40270397494229704,24.0
N11,2023-08-18 14:40:00,36.86427517361111,0.7718567321418587,35.38,38.77,0.3103998903695739,0.37501282390173113,24.0
N11,2023-08-19 02:40:00,36.72314236111111,0.8549283462163482,35.38,38.77,0.46671326040315453,0.3253642945368382,24.0
N11,2023-08-19 14:40:00,36.82570167824073,0.9529352494865372,35.38,38.77,0.5825517057455064,0.29404596187088833,24.0
N11,2023-08-20 02:40:00,36.92881510416667,0.9163406139621446,35.49,38.77,0.5160281808523137,0.30738471951767404,24.0
N11,2023-08-20 14:40:00,37.02273003472222,0.9428537914341605,35.49,38.72,0.6901346549100519,0.13182413619222919,24.0
N11,2023-08-21 02:40:00,37.09482638888889,0.8833077865579335,35.59,38.72,0.6825816517763166,0.11629601131167783,24.0
N11,2023-08-21 14:40:00,37.08226996527778,0.8289356312547463,35.59,38.72,0.759361425125579,0.07291515377323805,24.0
N11,2023-08-22 02:40:00,37.11249092487373,0.8054802742102729,35.65,38.72,0.7533730179713369,0.08581248151559445,24.0
N11,2023-08-22 14:40:00,37.09622106481481,0.7573377910922671,35.65,38.3,0.7501981386610697,0.13239559089973485,24.0
N11,2023-08-23 02:40:00,37.10438368055556,0.7655894624239724,35.85,38.3,0.7370246482884061,0.10668875364083916,24.0
N11,2023-08-23 14:40:00,37.052005208333334,0.7989040627263554,35.85,38.91,0.6722901876481021,0.16157814410278998,24.0
N11,2023-08-24 02:40:00,37.01449258207071,0.8545911629602836,35.48,38.91,0.6602527709280769,0.18362225251511555,24.0
N11,2023-08-24 14:40:00,36.685957754629634,0.7804698629251898,35.39,38.91,0.38498362423774996,0.18787204333286472,24.0
N11,2023-08-25 02:40:00,36.728489583333335,0.7876640788965377,35.39,38.91,0.3703269327914457,0.2171066758679003,24.0
N11,2023-08-25 14:40:00,36.58878472222222,0.7087709424026688,35.39,38.27,0.5351360346132843,0.1882082793700424,24.0
N11,2023-08-26 02:40:00,36.72714409722222,0.735003220703368,35.39,38.56,0.672032078363859,0.08785934029932253,24.0
N11,2023-08-26 14:40:00,36.79316840277777,0.7519910408109587,35.55,38.56,0.6676258416764144,0.10138548736492725,24.0
N11,2023-08-27 02:40:00,36.92309895833333,0.805522058718598,35.55,38.56,0.7256589950972362,0.1598129765113664,24.0
N11,2023-08-27 14:40:00,36.96782986111111,0.8098501525985345,35.55,38.56,0.6371845116022941,0.2003575672563793,24.0
N11,2023-08-28 02:40:00,36.94164930555556,0.8644066417440258,35.43,38.49,0.518320150414355,0.27621771488740626,24.0
N11,2023-08-28 14:40:00,36.87868055555556,0.8924042872174786,35.03,38.44,0.5247401237822686,0.2499456032002816,24.0
N11,2023-08-29 02:40:00,36.79796875,0.8963561685891842,35.03,38.44,0.35993778308086816,0.33490944652728105,24.0
N11,2023-08-29 14:40:00,36.72736111111111,0.9178494158380889,35.03,38.44,0.4186945356094923,0.2942633331194211,24.0
N11,2023-08-30 02:40:00,36.76897569444444,0.9142077775431312,35.03,38.52,0.39223594011587026,0.3326488452501399,24.0
N11,2023-08-30 14:40:00,36.76753472222222,0.9133149892713361,35.26,38.52,0.39024714879560474,0.363768251198089,24.0
N11,2023-08-31 02:40:00,36.87331597222222,0.9230927846378413,35.3,38.52,0.504157901629737,0.29778292676757806,24.0
N11,2023-08-31 14:40:00,36.89971560846561,0.8801758500451339,35.39,38.52,0.5051351485998467,0.31865175466250883,24.0
N11,2023-09-01 02:40:00,37.03853182166779,0.8925042803514877,35.39,38.48,0.5232354001873472,0.2459501271227482,24.0
N11,2023-09-01 15:45:00,37.16632847418297,0.8456658673254839,35.46,38.48,0.1533124289080012,0.24014460125902592,16.0
N11,2023-09-02 15:50:00,37.151193057516295,0.8634574045293001,35.46,38.48,0.18943252104978783,0.09845739138465673,16.0
N11,2023-09-03 07:30:00,37.11092666780069,0.9211785077993305,35.41,38.48,0.4778848806407274,0.12198095460235041,24.0
N11,2023-09-03 20:20:00,37.132561843487395,0.9702240927276147,35.41,38.61,0.3898963286127981,0.13911149567098774,24.0
N11,2023-09-04 12:25:00,36.88198741319444,1.0341997079067988,35.05,38.61,0.4332134806257764,0.1626578208793255,24.0
N11,2023-09-05 00:25:00,36.66839019097222,1.7182124446797935,27.26,38.61,0.19244594071468307,0.37814037867321537,24.0
N11,2023-09-05 12:25:00,35.46796874999999,3.5517647573805267,24.47,38.61,0.2812562832173894,0.20753904130055853,24.0
N11,2023-09-06 00:25:00,35.148142361111105,3.37233472752269,24.47,38.26,0.217958545602385,0.22296870507116096,48.0
N11,2023-09-06 12:25:00,35.2795486111111,3.4199134173775776,24.47,38.34,0.19743051021749913,0.20763647098733093,48.0
N11,2023-09-07 00:25:00,35.52169270833334,3.2314824960976845,24.47,38.62,0.14583494233556474,0.39582882917074486,48.0
N11,2023-09-07 12:25:00,36.59834201388889,0.8022632283361795,35.15,38.62,0.1362589321839062,0.3288926845717264,48.0
N11,2023-09-08 00:25:00,36.85072048611111,0.9216646191190561,35.15,38.67,0.3372797394269334,0.35868340274034155,24.0
N11,2023-09-08 12:25:00,36.74186631944445,0.975514482054958,35.15,38.67,0.40408874705993486,0.3625010606659086,24.0
N11,2023-09-09 00:25:00,36.853871527777784,1.0587165206016613,35.15,38.76,0.5284975430884966,0.2572602449516327,24.0
N11,2023-09-09 12:25:00,36.864878472222216,1.0412632481258837,35.22,38.76,0.532987446577801,0.22882016787431966,24.0
N11,2023-09-10 00:25:00,36.97932291666666,1.1050290939620568,35.22,38.76,0.6605842009113659,0.16747243788363336,24.0
N11,2023-09-10 12:25:00,36.96416666666667,1.117142622447505,35.18,38.76,0.6836739173856434,0.14001035166868367,24.0
N11,2023-09-11 00:25:00,37.02975694444444,1.1516817156911583,35.18,38.75,0.7554072391656779,0.14690150638869698,24.0
N11,2023-09-11 12:25:00,37.06779513888889,1.1040772761193107,35.18,38.75,0.7560676953752243,0.14959133441170128,24.0
N11,2023-09-12 00:25:00,37.099010416666665,1.1285731342433851,35.18,38.77,0.7964019849520199,0.0970087728637833,24.0
N11,2023-09-12 12:25:00,37.11425347222222,1.0909427298985492,35.45,38.77,0.7983582450771222,0.11531932906538982,24.0
N11,2023-09-13 00:25:00,37.0795138888889,1.0875706106457788,35.45,38.77,0.7293444526139632,0.1610261065310266,24.0
N11,2023-09-13 12:25:00,37.091684027777774,1.1105798554986186,35.41,38.77,0.7108040025368842,0.1628793840457671,24.0
N11,2023-09-14 00:25:00,37.06940972222222,1.099709872807334,35.41,38.79,0.6707043941952854,0.19391530185332256,24.0
N11,2023-09-14 12:25:00,37.02703125,1.1398158838266106,35.24,38.79,0.6474970707334226,0.2127820391645542,24.0
N11,2023-09-15 00:25:00,37.02268229166666,1.145681111752002,35.24,38.8,0.6571984105440462,0.13850854601198612,24.0
N11,2023-09-15 12:25:00,36.95745659722222,1.1716131736506528,35.24,38.8,0.6748270758213616,0.1617725379554992,24.0
N11,2023-09-16 00:25:00,36.88381076388889,1.1402725371512554,35.24,38.8,0.6441993871392412,0.15791402513270014,24.0
N11,2023-09-16 12:25:00,36.891223958333335,1.1319234966521459,35.2,38.8,0.6640257368725377,0.146297884435013,24.0
N11,2023-09-17 00:25:00,36.95651041666667,1.139134727314915,35.2,38.75,0.7511103584551302,0.11044584104894171,24.0
N11,2023-09-17 12:25:00,36.95388888888889,1.1274295439375401,35.2,38.75,0.7424121844248617,0.12608155232990917,24.0
N12,2023-08-16 14:40:00,36.06490451388889,2.6794725335676715,20.73,37.77,0.0978061001414653,0.35726610465307607,48.0
N12,2023-08-17 02:40:00,36.766223958333335,0.3695977490158503,36.09,37.77,0.13467253782439284,0.2817935973502643,48.0
N12,2023-08-17 14:40:00,36.955390625,0.5170127256658419,35.95,38.32,0.24944653141272538,0.41902224929484555,24.0
N12,2023-08-18 02:40:00,36.81651909722222,0.6631443370555035,35.49,38.32,0.33839767319299574,0.3446778457275716,24.0
N12,2023-08-18 14:40:00,36.889722222222225,0.7532842603495915,35.49,38.32,0.3821596148506054,0.32307670219581247,24.0
N12,2023-08-19 02:40:00,36.81961226851851,0.8018824974823083,35.49,38.32,0.46835543717394534,0.3114641502002582,24.0
N12,2023-08-19 14:40:00,36.93474537037038,0.8554055507351856,35.49,38.25,0.6781745292832366,0.2110560701755218,24.0
N12,2023-08-20 02:40:00,37.03543836805555,0.7975463657061692,35.91,38.25,0.6772211302781787,0.22630000893923619,24.0
N12,2023-08-20 14:40:00,37.000436921296306,0.7895220843014981,35.91,38.69,0.698309249229779,0.1655002919333004,24.0
N12,2023-08-21 02:40:00,36.978964120370364,0.817919753256661,35.37,38.69,0.6867949878263859,0.16972584653000336,24.0
N12,2023-08-21 14:40:00,36.81574074074074,0.7405952511595709,35.37,38.69,0.49400469163046945,0.34276172363758534,24.0
N12,2023-08-22 02:40:00,36.78769097222222,0.7914765213383366,35.37,38.69,0.5193982340542458,0.3072862282299224,24.0
N12,2023-08-22 14:40:00,36.8923365162037,0.8392564320660549,35.37,38.17,0.5515792768069413,0.21813874958230517,24.0
N12,2023-08-23 02:40:00,36.842921006944444,0.8511028145150986,35.55,38.17,0.5473536476987146,0.26332641573190946,24.0
N12,2023-08-23 14:40:00,36.968862847222226,0.9158786868871929,35.55,38.68,0.7184932044644938,0.10927438331091896,24.0
N12,2023-08-24 02:40:00,36.99955295138889,0.9606516137480284,34.88,38.68,0.6445776684695618,0.19631277766636868,24.0
N12,2023-08-24 14:40:00,36.76442274305556,0.9702864810390547,34.88,38.68,0.5498554800078315,0.14873887223343105,24.0
N12,2023-08-25 02:40:00,36.76013454861111,1.0734585886343255,34.8,38.68,0.5689927137033487,0.16780320951119465,24.0
N12,2023-08-25 14:40:00,36.43131076388889,1.0359071066626286,34.55,38.64,0.4821461745522926,0.22815940885457173,24.0
N12,2023-08-26 02:40:00,36.384921874999996,1.0215481948408482,34.55,38.32,0.39763856967979555,0.2346815846197387,24.0
N12,2023-08-26 14:40:00,36.31746155753968,1.0068093960470874,34.55,38.17,0.36607518950649076,0.3739568772184412,24.0
N12,2023-08-27 02:40:00,36.47714473605098,0.9811291763132413,34.55,38.17,0.3381561406194079,0.4577070147288304,24.0
N12,2023-08-27 16:00:00,36.781565485053484,0.9384866144339887,34.66,38.17,0.18471168915050265,0.38996060577348435,48.0
N12,2023-08-28 09:45:00,36.99928343127772,0.8399789331926788,34.66,38.24,0.02188972163075047,0.408872057118421,16.0
N12,2023-08-29 00:30:00,37.193439350589884,0.7717965048687072,35.27,38.41,0.13360762970239912,0.4195925041441678,9.6
N12,2023-08-30 10:10:00,37.09390374152303,0.8436660679674933,35.23,38.41,0.1949750906477764,0.3648726514147744,24.0
N12,2023-08-30 22:10:00,37.1606809091872,0.8983049727901861,35.23,38.41,0.2451666189739505,0.3342843647661978,24.0
N12,2023-08-31 10:10:00,36.97492476851851,0.970406918420628,35.23,38.41,0.5679119134696405,0.21756541405546864,24.0
N12,2023-08-31 22:10:00,36.86244791666667,0.963329592370818,34.9,38.35,0.45526125886602453,0.2469226531789789,24.0
N12,2023-09-01 10:10:00,36.83855902777778,0.9957051033140895,34.9,38.35,0.41937528785597966,0.19029013215136217,24.0
N12,2023-09-01 22:10:00,36.61765625,0.9730897739801947,34.9,38.41,0.24900890821595043,0.4165549550975623,24.0
N12,2023-09-02 10:10:00,36.52819444444444,1.034200008042836,34.9,38.41,0.2523406453495384,0.3824205739886055,24.0
N12,2023-09-02 22:10:00,36.616736111111116,1.0824352558654178,34.8,38.41,0.34402899521455765,0.3788058767448514,24.0
N12,2023-09-03 10:10:00,36.54962673611111,1.0818060907416522,34.8,38.41,0.3633444146005689,0.3334464305436347,24.0
N12,2023-09-03 22:10:00,36.570703124999994,1.1211236769500554,34.8,38.37,0.3676625221197306,0.3633504390108293,24.0
N12,2023-09-04 10:10:00,36.584956597222224,1.1134977376078792,34.8,38.37,0.3801726449351744,0.3278612077200581,24.0
N12,2023-09-04 22:10:00,36.066050347222216,2.1679141599142766,24.99,38.37,0.0886964544234734,0.4109571187361406,12.0
N12,2023-09-05 10:10:00,34.91852430555556,3.89483700398408,23.49,38.37,0.26606818899969403,0.23961464748279834,48.0
N12,2023-09-05 22:10:00,34.732968750000005,3.7785829261217745,23.49,38.13,0.21081440026329848,0.24184341038314355,48.0
N12,2023-09-06 10:10:00,34.775781249999994,3.779527970701514,23.49,38.13,0.21601314278515243,0.23574766089371166,48.0
N12,2023-09-06 22:10:00,35.26960069444445,3.4540910245436285,23.49,38.41,0.19295803782637863,0.40704624840762144,48.0
N12,2023-09-07 10:10:00,36.45222222222222,0.8082682056619266,34.47,38.41,0.22440717213260047,0.3471409851800227,48.0
N12,2023-09-07 22:10:00,36.680590277777775,0.939040770275078,34.89,38.69,0.3828149698772388,0.3169666585640745,24.0
N12,2023-09-08 10:10:00,36.67697916666666,0.9757512630500408,34.89,38.69,0.38592317287031835,0.3523691189415159,24.0
N12,2023-09-08 22:10:00,36.6653125,1.0705316888295247,34.89,38.69,0.39567829358906476,0.3725766415276085,24.0
N12,2023-09-09 10:10:00,36.69076388888888,1.067657957257842,35.11,38.69,0.3677969105839193,0.3599113812031124,24.0
N12,2023-09-09 22:10:00,36.75409722222222,1.0903722689945319,35.2,38.69,0.463969198815389,0.30947004955896334,24.0
N12,2023-09-10 10:10:00,36.78414930555555,1.094939419271458,35.25,38.69,0.4519894118258129,0.3146942538055263,24.0
N12,2023-09-10 22:10:00,36.92092013888888,1.1013210283614365,35.25,38.69,0.5660120568912902,0.23909734774218291,24.0
N12,2023-09-11 10:10:00,36.98277777777778,1.0536811757176499,35.44,38.69,0.5556436518150772,0.27845186846796766,24.0
N12,2023-09-11 22:10:00,37.12730902777778,1.0619497995310583,35.44,38.68,0.6989796069865066,0.15366760225993517,24.0
N12,2023-09-12 10:10:00,37.17607638888889,1.0316581958447413,35.36,38.69,0.6874748965485359,0.1638094133674613,24.0
N12,2023-09-12 22:10:00,37.103611111111114,1.0380489585911152,35.36,38.69,0.5924896231974092,0.2138832531385586,24.0
N12,2023-09-13 10:10:00,37.043871527777775,1.1149768514763978,35.05,38.69,0.5688258216081576,0.24817452171123572,24.0
N12,2023-09-13 22:10:00,36.87508680555556,1.1376947297145887,35.02,38.69,0.38058174506950554,0.39528222676474,24.0
N12,2023-09-14 10:10:00,36.80942708333333,1.1874541737776867,35.02,38.62,0.37414486471610736,0.40594746352018984,24.0
N12,2023-09-14 22:10:00,36.83071180555556,1.1964252369034674,35.02,38.63,0.3732656115819572,0.3726626829074992,24.0
N12,2023-09-15 10:10:00,36.818124999999995,1.2042586289855308,35.02,38.63,0.40736413328334614,0.35849497624311183,24.0
N12,2023-09-15 22:10:00,36.80984375,1.1766633365284997,35.05,38.63,0.47900016920513383,0.35667884674929673,24.0
N12,2023-09-16 10:10:00,36.770555555555546,1.1505563435535686,35.09,38.63,0.5230323462705725,0.3363293677257655,24.0
N12,2023-09-16 22:10:00,36.908680555555556,1.1938184224299035,35.09,38.74,0.6347035532660975,0.21625878680977992,24.0
N12,2023-09-17 10:10:00,36.929027777777776,1.1391574124498798,35.09,38.74,0.624713882478305,0.22124576903198254,24.0
N12,2023-09-17 22:10:00,36.967274305555556,1.1049275842439306,35.27,38.74,0.6856850032529234,0.18542745385977333,24.0
N13,2023-08-16 14:40:00,20.02315104166667,0.4769628253875396,19.4,21.84,0.612492103834815,0.2209597963515545,24.0
N13,2023-08-17 02:40:00,19.896597222222223,0.3472660193337704,19.4,20.58,0.4654398668575203,0.1671614966266128,24.0
N13,2023-08-17 14:40:00,20.700069444444445,3.519451534253181,19.41,36.16,0.1170327679596178,0.37048773150426145,48.0
N13,2023-08-18 02:40:00,24.46017939814815,7.214944090952003,19.41,36.16,0.23310120347762206,0.04456029790965001,48.0
N13,2023-08-18 14:40:00,28.577900752314818,7.917198440792352,19.41,36.55,0.025006302106924467,0.04994334838032427,48.0
N13,2023-08-19 02:40:00,32.60381076388889,6.438608172864425,19.41,36.55,0.2738284123479164,0.07337593923261476,48.0
N13,2023-08-19 14:40:00,36.03983940972223,0.5300357396737679,34.99,37.13,0.4203864761427825,0.14163495117177788,24.0
N13,2023-08-20 02:40:00,36.264212962962965,0.41494828298375636,34.98,37.19,0.12258765818161163,0.17203446119035593,48.0
N13,2023-08-20 14:40:00,36.446196469907406,0.49058748456510226,34.98,37.31,0.44826226077429,0.22198272679639322,24.0
N13,2023-08-21 02:40:00,36.40736545138889,0.537067310057276,34.98,37.31,0.4633003186674841,0.20709892454641501,24.0
N13,2023-08-21 14:40:00,36.505321180555555,0.682422971726505,34.98,37.945,0.518273494999417,0.1632924422680468,24.0
N13,2023-08-22 02:40:00,36.5153515625,0.7167657178168658,35.315,37.97,0.5494098404823939,0.21695821354246164,24.0
N13,2023-08-22 14:40:00,36.67355642361111,0.8323515612491341,35.5,38.27,0.6961498388523354,0.17791100283509856,24.0
N13,2023-08-23 02:40:00,36.862831597222225,0.7267463037675349,35.5475,38.27,0.6545386689087376,0.21880833058632637,24.0
N13,2023-08-23 14:40:00,36.94298784722222,0.7565450585526331,35.7,38.53,0.7971453702982944,0.06283368218779281,24.0
N13,2023-08-24 02:40:00,37.06519270833334,0.6855543959429619,35.75,38.53,0.7601455105140598,0.14363446189696466,24.0
N13,2023-08-24 14:40:00,36.85559027777778,0.7051120371299008,35.3,38.53,0.49955420945416473,0.10518512649958829,24.0
N13,2023-08-25 02:40:00,36.90167534722222,0.7471026306881335,35.3,38.53,0.44200730446293174,0.21870719391862528,24.0
N13,2023-08-25 14:40:00,36.649036458333335,0.7382436107946504,35.26,38.16,0.5358699228007546,0.2606801621305435,24.0
N13,2023-08-26 02:40:00,36.69639756944444,0.7710200786816148,35.26,38.16,0.5803631157683712,0.23978084004529845,24.0
N13,2023-08-26 14:40:00,36.67879340277778,0.7836124130683548,35.26,38.03,0.5655716238474543,0.22149212779063152,24.0
N13,2023-08-27 02:40:00,36.73042534722222,0.7793159888122885,35.26,38.03,0.6386402626261835,0.17542242322480409,24.0
N13,2023-08-27 14:40:00,36.794733072916664,0.7690579202038006,35.47,38.03,0.5753247726597893,0.2291040239085034,24.0
N13,2023-08-28 02:40:00,36.868509114583325,0.7613953198401957,35.47,37.99,0.6086333395772308,0.22673192103970669,24.0
N13,2023-08-28 14:55:00,36.92178168402777,0.7164638089234434,35.49,37.98,0.5985668546589559,0.22280945301315222,24.0
N13,2023-08-29 02:55:00,37.02583550347222,0.763454388607029,35.49,38.24,0.697758885767768,0.15605726076750462,24.0
N13,2023-08-29 14:55:00,36.977968749999995,0.7492317465188101,35.59,38.24,0.7077348536640932,0.1376503058029912,24.0
N13,2023-08-30 02:55:00,36.97197916666667,0.8034937106560467,35.5,38.24,0.6330830534455529,0.15747504936010417,24.0
N13,2023-08-30 14:55:00,36.95212673611111,0.8456531209378034,35.5,38.28,0.631291324312047,0.21136485588144438,24.0
N13,2023-08-31 02:55:00,36.87778645833333,0.8330042086878213,35.35,38.28,0.5019331236047962,0.32762019949014104,24.0
N13,2023-08-31 14:55:00,36.83063368055556,0.9219881462642193,34.79,38.28,0.5389942727085537,0.248813641991955,24.0
N13,2023-09-01 02:55:00,36.85220486111112,0.9309949313495707,34.79,38.28,0.5113931589607188,0.2532638443942859,24.0
N13,2023-09-01 14:55:00,36.78921875,0.9681746037051109,34.79,38.26,0.5400805713513063,0.26612261861216224,24.0
